_id,activity_id,classification,end_date,location,notes,source_id,start_date,status,small_area,geo_point_2d,json_geometry_geometry,latitude,longitude,prototype_relevance,prototype_relevance_reason,source_dataset
153,SS-1114250-0-106786-EGA-Permit Issued-010520220000-310720222359,Structures,2022-07-31,"2-6 Morrison Place
EAST MELBOURNE VIC 3002",Gantry,EGA-2013-6227/7,2022-05-01,CONFIRMED,East Melbourne,"-37.80945112005632, 144.97682162773876","{""coordinates"": [[[144.9769157656, -37.8095313112], [144.9769386048, -37.8093951822], [144.9768856065, -37.8093894612], [144.9768877945, -37.8093764272], [144.9768567761, -37.8093731781], [144.9768544333, -37.8093874729], [144.9767258174, -37.8093729367], [144.9767029846, -37.8095083178], [144.9769157656, -37.8095313112]]], ""type"": ""Polygon""}",-37.80945112005632,144.97682162773876,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
154,WO-728357-1599693-1599693-61-Closed-010120220000-300620222359,Traffic Management,2022-06-30,Therry Street between Victoria Street and Elizabeth Street,-,728357,2022-01-01,CONFIRMED,Melbourne (CBD),"-37.806765512847214, 144.9613323334042","{""coordinates"": [[[144.9611698904, -37.8068260764], [144.9617774919, -37.8066488212], [144.961763908, -37.806624713], [144.9617358836, -37.8066327738], [144.9617110245, -37.8066399296], [144.9616951012, -37.8066445591], [144.9616716944, -37.806651321], [144.9616504458, -37.806657457], [144.9616289847, -37.8066637173], [144.9616075792, -37.8066699001], [144.961593262, -37.8066741149], [144.9615899902, -37.8066750486], [144.9615755667, -37.8066791606], [144.9615542944, -37.8066853322], [144.9615435586, -37.806688387], [144.961538143, -37.8066899136], [144.9615380169, -37.8066901628], [144.9615378806, -37.8066904092], [144.9615377343, -37.8066906509], [144.9615375789, -37.8066908888], [144.9615374124, -37.8066911229], [144.9615372368, -37.8066913524], [144.9615370523, -37.8066915772], [144.9615368588, -37.8066917973], [144.9615366553, -37.8066920119], [144.9615364288, -37.8066922351], [144.9615361934, -37.8066924518], [144.961535948, -37.8066926611], [144.9615356936, -37.8066928649], [144.9615354304, -37.8066930604], [144.9615351595, -37.8066932486], [144.9615348796, -37.8066934294], [144.9615345921, -37.8066936019], [144.9615342967, -37.8066937671], [144.9615339949, -37.8066939232], [144.9615336864, -37.8066940711], [144.9615333713, -37.8066942107], [144.9615330497, -37.8066943412], [144.9615327238, -37.8066944626], [144.9615323913, -37.8066945749], [144.9615320557, -37.8066946782], [144.9615317146, -37.8066947723], [144.9615253934, -37.806696641], [144.9615133884, -37.8067001262], [144.9611592373, -37.8068036167], [144.9608697891, -37.8068881979], [144.9608798541, -37.806910688], [144.9611698904, -37.8068260764]]], ""type"": ""Polygon""}",-37.806765512847214,144.9613323334042,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
155,SS-1116344-0-108936-ESROH-Referred to ESG-140520220000-150520222359,Structures,2022-05-15,"512-544 Spencer Street
WEST MELBOURNE VIC 3003",Space Occupancy on Roadway / Out of Hours,ESROH-2022-22,2022-05-14,PROPOSED,West Melbourne (Residential),"-37.8078684547713, 144.94870279640725","{""coordinates"": [[[144.9492872731, -37.8079258007], [144.9490846631, -37.8077399959], [144.9489593638, -37.8076250882], [144.948769026, -37.8077549574], [144.9485050397, -37.8075093349], [144.9484677239, -37.807474614], [144.948137664, -37.807722716], [144.9482948273, -37.8078622807], [144.9484325714, -37.8079910983], [144.9487218736, -37.808269196], [144.9492872731, -37.8079258007]]], ""type"": ""Polygon""}",-37.8078684547713,144.94870279640725,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
156,SS-1116232-0-102121-ECW-Consent Issued-190520220700-200520221900,Structures,2022-05-20,"77-89 William Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-167,2022-05-19,Confirmed,Melbourne (CBD),"-37.81741157565319, 144.95874058329284","{""coordinates"": [[[144.9587386748, -37.8176046477], [144.9588991511, -37.8175594655], [144.9587431765, -37.8172187228], [144.9585816659, -37.8172641959], [144.9587386748, -37.8176046477]]], ""type"": ""Polygon""}",-37.81741157565319,144.95874058329284,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
157,WO-721357-1425207-1425207-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Flinders Street between Russell Street and Swanston Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.817034046992816, 144.9686353392189","{""coordinates"": [[[144.9694650673, -37.8168289403], [144.9694679865, -37.8168280823], [144.969467237, -37.8168272835], [144.969467102, -37.8168266134], [144.969467122, -37.8168258847], [144.9694674485, -37.8168251613], [144.9694681511, -37.8168246877], [144.969469926, -37.8168241722], [144.969739476, -37.8167447522], [144.9697086531, -37.8166787566], [144.9697064107, -37.8166794163], [144.9696854546, -37.8166855732], [144.969678896, -37.8166875004], [144.9693243516, -37.8167916669], [144.9692794885, -37.8168046226], [144.9692813888, -37.8168086926], [144.9692816627, -37.8168093101], [144.9692818977, -37.8168099378], [144.9692820927, -37.8168105747], [144.9692822477, -37.8168112172], [144.9692823629, -37.8168118662], [144.9692824359, -37.8168125181], [144.9692824691, -37.816813173], [144.9692824602, -37.816813828], [144.9692824105, -37.8168144814], [144.9692823188, -37.8168151322], [144.9692821875, -37.8168157788], [144.9692820154, -37.8168164193], [144.9692818027, -37.8168170519], [144.9692815516, -37.8168176756], [144.969281261, -37.8168182888], [144.9692809322, -37.8168188897], [144.9692805662, -37.8168194763], [144.9692801632, -37.8168200479], [144.9692797253, -37.8168206036], [144.9692792528, -37.8168211407], [144.9692787479, -37.8168216583], [144.9692782106, -37.8168221554], [144.9692776432, -37.8168226305], [144.9692770458, -37.8168230825], [144.9692764206, -37.8168235106], [144.96927577, -37.8168239139], [144.9692750951, -37.8168242907], [144.969274396, -37.81682464], [144.9692736772, -37.816824961], [144.9692729387, -37.8168252538], [144.9692721829, -37.8168255165], [144.9692714109, -37.8168257492], [144.9691930081, -37.8168487225], [144.9691924638, -37.8168488527], [144.9691919144, -37.816848964], [144.9691913575, -37.8168490563], [144.9691907977, -37.8168491304], [144.9691902339, -37.8168491838], [144.9691896672, -37.8168492191], [144.9691890988, -37.8168492345], [144.9691885309, -37.8168492301], [144.9691879636, -37.8168492059], [144.9691873979, -37.8168491628], [144.9691868362, -37.8168491008], [144.9691862772, -37.8168490191], [144.9691857234, -37.8168489185], [144.9691851757, -37.8168487991], [144.9691846353, -37.8168486609], [144.9691841023, -37.816848504], [144.9691593154, -37.8168394549], [144.9682252908, -37.8171147746], [144.9682173027, -37.8171171294], [144.9681535639, -37.8171359175], [144.968152824, -37.8171361355], [144.9678679705, -37.8172200999], [144.9676497713, -37.8172832552], [144.9675608878, -37.8173101702], [144.9675923396, -37.8173796864], [144.9676208947, -37.817371875], [144.9678149632, -37.8173157659], [144.9681244037, -37.8172237161], [144.9684082863, -37.8171415132], [144.9691532018, -37.8169208924], [144.9694650673, -37.8168289403]]], ""type"": ""Polygon""}",-37.817034046992816,144.9686353392189,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
158,SS-1100273-0-101176-EGA-Application Lodged-210220220700-291120221900,Structures,2022-11-29,"Bmt, Gnd, Lvls 2-25 & Lvls 26-36
500 Bourke Street
MELBOURNE VIC 3000",Gantry,EGA-2021-109,2022-02-21,PROPOSED,Melbourne (CBD),"-37.81493567039852, 144.95876666001857","{""coordinates"": [[[144.959222987, -37.8152342888], [144.959041654, -37.8148360067], [144.9589469694, -37.814863039], [144.9587622047, -37.8144621998], [144.9583334218, -37.8145851279], [144.9587023103, -37.8153853688], [144.959222987, -37.8152342888]]], ""type"": ""Polygon""}",-37.81493567039852,144.95876666001857,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
159,SS-1113460-0-105484-EGA-Permit Issued-020520220700-011120221900,Structures,2022-11-01,"296-310 La Trobe Street
MELBOURNE VIC 3000",Gantry,EGA-2021-30/2,2022-05-02,CONFIRMED,Melbourne (CBD),"-37.81009070785241, 144.9604408374681","{""coordinates"": [[[144.9604230571, -37.8094614101], [144.9603251669, -37.809489749], [144.9604901818, -37.8098520268], [144.9600598515, -37.8099769995], [144.960075132, -37.8100101184], [144.9602897088, -37.8104752142], [144.9608167609, -37.8103220147], [144.9607276476, -37.8101272233], [144.9605666158, -37.8097752187], [144.96054241, -37.809722306], [144.9604230571, -37.8094614101]]], ""type"": ""Polygon""}",-37.81009070785241,144.9604408374681,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
160,SS-1108845-0-110102-ECW-Consent Extended-180420220700-310520221900,Structures,2022-05-31,"Melbourne Magistrates Court
233-245 William Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-95,2022-04-18,Confirmed,Melbourne (CBD),"-37.81348011529766, 144.95678955475938","{""coordinates"": [[[144.9565105971, -37.8134109083], [144.9565271431, -37.8134469144], [144.9565310237, -37.813445831], [144.9566670743, -37.813744857], [144.9570987834, -37.8136218433], [144.9569135764, -37.8132162552], [144.9568179457, -37.8132430414], [144.9566796357, -37.8132829705], [144.9566250745, -37.8132975626], [144.9565815618, -37.813309661], [144.9564776113, -37.8133391277], [144.9565105971, -37.8134109083]]], ""type"": ""Polygon""}",-37.81348011529766,144.95678955475938,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
161,SS-1096293-0-103237-ECZ-Renewal Notice Sent-101220210700-090620221900,Structures,2022-06-09,"543-545 Elizabeth Street
MELBOURNE VIC 3000",Construction Zone,ECZ-2021-37/1,2021-12-10,Confirmed,North Melbourne,"-37.80545383230833, 144.9585239027133","{""coordinates"": [[[144.958290856, -37.8054731168], [144.9583300837, -37.8055593014], [144.9587570292, -37.8054347276], [144.9587169584, -37.8053483329], [144.958290856, -37.8054731168]]], ""type"": ""Polygon""}",-37.80545383230833,144.9585239027133,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
162,SS-1115813-0-105698-ESL-Permit Issued-090520220700-200520221900,Structures,2022-05-20,"269-321 Lonsdale Street
MELBOURNE VIC 3000",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-248,2022-05-09,CONFIRMED,Melbourne (CBD),"-37.81243883476404, 144.96384459239337","{""coordinates"": [[[144.9630119859, -37.8121962434], [144.963091095, -37.8123659236], [144.9631999928, -37.81233407], [144.9632621938, -37.8124715281], [144.9633076817, -37.812568748], [144.9630987357, -37.8126277673], [144.9631489773, -37.8127354852], [144.9631937794, -37.8128340558], [144.9631876045, -37.8128358757], [144.9632839628, -37.8130416696], [144.9633426773, -37.8130245364], [144.9633975927, -37.8130983977], [144.9634572957, -37.8130811743], [144.9634022574, -37.8130071505], [144.963620757, -37.8129433918], [144.9636604999, -37.8130225499], [144.9637562876, -37.8129949155], [144.9637193474, -37.8129146226], [144.9638559885, -37.8128747492], [144.9638945628, -37.8129550234], [144.9639524862, -37.8129383124], [144.9639591364, -37.8129363934], [144.9639204718, -37.812855932], [144.96401922, -37.8128271166], [144.9640578784, -37.8128149803], [144.9641465071, -37.8127889979], [144.9641412436, -37.8127775701], [144.9642424883, -37.8127478903], [144.9642640056, -37.8128484379], [144.9642670868, -37.8128475495], [144.9643119227, -37.8128346141], [144.9643571879, -37.8128215546], [144.9643134924, -37.8127272634], [144.9643420108, -37.8127192034], [144.9643467854, -37.8127177873], [144.9643894596, -37.8127051362], [144.9644140321, -37.8126978515], [144.9644593058, -37.8127920933], [144.964508401, -37.8127779284], [144.9644629663, -37.8126833432], [144.9646870445, -37.8126169095], [144.9645048488, -37.812217904], [144.9643213243, -37.8118159825], [144.9641217532, -37.8118739428], [144.9637505368, -37.8119817534], [144.9636225648, -37.8120189199], [144.9630119859, -37.8121962434]]], ""type"": ""Polygon""}",-37.81243883476404,144.96384459239337,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
163,WO-728357-1389586-1389586-61-Closed-010120220000-300620222359,Traffic Management,2022-06-30,Victoria Street between Swanston Street and Bouverie Street,-,728357,2022-01-01,CONFIRMED,Melbourne (CBD),"-37.80669651530268, 144.96234317117117","{""coordinates"": [[[144.962449285, -37.806691528], [144.9622294341, -37.8066688666], [144.9622238649, -37.8066991993], [144.962224105, -37.806699226], [144.9623215546, -37.8067102242], [144.9623972487, -37.8067188579], [144.9623989221, -37.8067126092], [144.9624741611, -37.8067271809], [144.9624654462, -37.8067139027], [144.962449285, -37.806691528]]], ""type"": ""Polygon""}",-37.80669651530268,144.96234317117117,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
164,SS-1054983-0-105319-ECZ-Permit Issued-251220210000-250620222359,Structures,2022-06-25,"295-309 King Street
MELBOURNE VIC 3000",Construction Zone,ECZ-2020-33/1,2021-12-25,CONFIRMED,Melbourne (CBD),"-37.81334338807363, 144.95393359390016","{""coordinates"": [[[144.953669669, -37.8132533323], [144.9538046807, -37.8135475879], [144.9541992258, -37.8134345621], [144.9540586836, -37.8131376127], [144.953669669, -37.8132533323]]], ""type"": ""Polygon""}",-37.81334338807363,144.95393359390016,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
165,WO-857008-1422547-1422547-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Swanston Street between La Trobe Street and Little La Trobe Street,-,857008,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.80928276891833, 144.96361630802033","{""coordinates"": [[[144.9637245675, -37.8094725879], [144.963723088, -37.8094555751], [144.9637200472, -37.809440116], [144.963716678, -37.8094297862], [144.9637113616, -37.8094119447], [144.9637049972, -37.8093981394], [144.9636586408, -37.8092956157], [144.9635616877, -37.8090858339], [144.9635001368, -37.8091036689], [144.9634966607, -37.8091046758], [144.9634990293, -37.809108179], [144.9634997355, -37.809109224], [144.9634999296, -37.8091096401], [144.96367637, -37.8094867338], [144.9637245675, -37.8094725879]]], ""type"": ""Polygon""}",-37.80928276891833,144.9636163080203,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
166,SS-1114497-0-101176-ESL-Permit Issued-040520220700-170520221900,Structures,2022-05-17,"494-512 Bourke Street
MELBOURNE VIC 3000",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-228,2022-05-04,CONFIRMED,Melbourne (CBD),"-37.81493567039852, 144.95876666001857","{""coordinates"": [[[144.959222987, -37.8152342888], [144.959041654, -37.8148360067], [144.9589469694, -37.814863039], [144.9587622047, -37.8144621998], [144.9583334218, -37.8145851279], [144.9587023103, -37.8153853688], [144.959222987, -37.8152342888]]], ""type"": ""Polygon""}",-37.81493567039852,144.95876666001857,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
167,SS-1027915-0-109973-EHD-Permit Issued-101020200000-181120221900,Structures,2022-11-18,"Unit 37, 1 Wellington Crescent
EAST MELBOURNE VIC 3002",Hoarding,EHD-2020-26,2020-10-10,CONFIRMED,East Melbourne,"-37.81740610465373, 144.97835427069614","{""coordinates"": [[[144.9787002318, -37.8171137205], [144.9781379948, -37.8170374713], [144.978090419, -37.8171597191], [144.9779953942, -37.8176006628], [144.9782763983, -37.8177550277], [144.9785808162, -37.8177963112], [144.9787002318, -37.8171137205]]], ""type"": ""Polygon""}",-37.81740610465373,144.97835427069614,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
168,WO-721357-1387023-1387023-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Flinders Street between Russell Street and Swanston Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81707003815811, 144.96830754720332","{""coordinates"": [[[144.9682193995, -37.817110304], [144.9682194381, -37.8171103029], [144.9682210647, -37.8171101831], [144.9682212049, -37.8171101666], [144.9682228918, -37.8171097965], [144.9682229535, -37.8171097823], [144.9684139911, -37.8170535127], [144.9684029242, -37.8170276211], [144.9683373193, -37.8170466889], [144.9682007068, -37.8170863968], [144.9682095437, -37.817104954], [144.9682103306, -37.8171062508], [144.9682103592, -37.8171062856], [144.968211388, -37.8171074208], [144.9682114324, -37.8171074594], [144.9682126826, -37.8171084299], [144.9682141803, -37.8171092416], [144.9682142331, -37.8171092623], [144.9682158328, -37.817109836], [144.9682158824, -37.8171098477], [144.9682175906, -37.8171101944], [144.9682176449, -37.8171101998], [144.968219362, -37.8171103033], [144.9682193995, -37.817110304]]], ""type"": ""Polygon""}",-37.81707003815811,144.96830754720332,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
169,WO-932888-1422527-1422527-61-Closed-010420220000-300620222359,Traffic Management,2022-06-30,Swanston Street between Franklin Street and Victoria Street,-,932888,2022-04-01,CONFIRMED,Melbourne (CBD),"-37.806872120520524, 144.96447569563807","{""coordinates"": [[[144.964203004, -37.8067848287], [144.9642030442, -37.806784979], [144.9642031006, -37.8067852837], [144.9642031342, -37.8067855898], [144.9642031428, -37.8067858972], [144.9642031287, -37.8067862043], [144.9642030896, -37.80678651], [144.9642030279, -37.8067868136], [144.9642029424, -37.8067871131], [144.9642028332, -37.8067874086], [144.9642027015, -37.8067876974], [144.9642025483, -37.8067879804], [144.9642023727, -37.806788254], [144.9642021769, -37.8067885201], [144.9642019597, -37.806788775], [144.9642017236, -37.8067890187], [144.9642014696, -37.8067892513], [144.9642011978, -37.806789471], [144.9642009082, -37.8067896769], [144.9642006042, -37.8067898681], [144.9642002859, -37.8067900446], [144.9641999544, -37.8067902047], [144.9641996108, -37.8067903484], [144.9641992584, -37.8067904811], [144.9641971545, -37.8067906204], [144.9641950444, -37.8067906497], [144.9641929358, -37.8067905844], [144.9641866471, -37.8067897854], [144.9641809794, -37.806789162], [144.9641489097, -37.806877023], [144.964193025, -37.8068819203], [144.9642077899, -37.8068839013], [144.9642078826, -37.8068839155], [144.9642079719, -37.8068839297], [144.9642080612, -37.8068839456], [144.9642081505, -37.8068839634], [144.9642082386, -37.806883982], [144.9642083266, -37.8068840025], [144.9642084146, -37.8068840247], [144.9642085014, -37.8068840478], [144.9642085871, -37.8068840719], [144.9642086839, -37.8068841015], [144.9642093632, -37.8068842259], [144.9642094581, -37.8068842437], [144.9642095507, -37.8068842624], [144.9642096365, -37.806884282], [144.9642111184, -37.8068846275], [144.9642112131, -37.8068846508], [144.9642113033, -37.8068846748], [144.9642113879, -37.8068846979], [144.9642128394, -37.8068851159], [144.9642129329, -37.8068851437], [144.9642130207, -37.8068851713], [144.9642131017, -37.8068851989], [144.9642145183, -37.8068856875], [144.9642146106, -37.8068857197], [144.964214696, -37.8068857518], [144.9642147735, -37.8068857829], [144.9642161496, -37.8068863402], [144.9642162395, -37.8068863778], [144.9642163225, -37.8068864135], [144.9642163966, -37.8068864481], [144.9642177265, -37.8068870722], [144.964217814, -37.8068871142], [144.9642178935, -37.8068871544], [144.9642179652, -37.8068871917], [144.9642192434, -37.8068878797], [144.9642193273, -37.8068879262], [144.9642194033, -37.8068879708], [144.9642194715, -37.8068880116], [144.9642206935, -37.8068887609], [144.9642207739, -37.806888811], [144.9642208464, -37.8068888591], [144.9642209111, -37.8068889025], [144.9642220724, -37.8068897112], [144.9642221493, -37.8068897657], [144.9642222172, -37.8068898164], [144.9642222784, -37.8068898634], [144.9642233735, -37.8068907267], [144.9642234457, -37.8068907857], [144.9642235101, -37.80689084], [144.9642235666, -37.8068908896], [144.9642245933, -37.8068918049], [144.9642246608, -37.8068918674], [144.9642247206, -37.8068919243], [144.9642247737, -37.8068919766], [144.9642257263, -37.8068929411], [144.9642257893, -37.8068930061], [144.9642258444, -37.8068930657], [144.9642258929, -37.8068931206], [144.9642267681, -37.8068941306], [144.9642268253, -37.8068941983], [144.9642268759, -37.8068942604], [144.9642269209, -37.806894318], [144.9642277155, -37.806895369], [144.964227767, -37.8068954384], [144.9642278129, -37.8068955031], [144.9642278521, -37.8068955633], [144.964228564, -37.8068966507], [144.9642286097, -37.8068967227], [144.9642286499, -37.8068967892], [144.9642286857, -37.8068968511], [144.9642293114, -37.8068979721], [144.9642293503, -37.8068980449], [144.9642293859, -37.806898114], [144.9642294159, -37.8068981785], [144.9642299534, -37.8068993278], [144.9642299866, -37.8068994023], [144.9642300164, -37.8068994722], [144.9642300419, -37.8068995384], [144.9642304879, -37.8069007113], [144.9642305153, -37.8069007866], [144.9642305395, -37.8069008582], [144.9642305603, -37.8069009262], [144.9642314321, -37.8069037168], [144.9642316039, -37.806904739], [144.9642316846, -37.8069064743], [144.9642317006, -37.8069080859], [144.9642316951, -37.8069081615], [144.9642316873, -37.806908238], [144.9642313641, -37.8069110323], [144.9642313541, -37.806911107], [144.9642313429, -37.8069111825], [144.9642313295, -37.8069112588], [144.9642307967, -37.8069140334], [144.9642307822, -37.8069141061], [144.9642307654, -37.8069141806], [144.9642307462, -37.8069142569], [144.9642300075, -37.8069170026], [144.9642299874, -37.8069170734], [144.9642299649, -37.806917147], [144.964229939, -37.8069172222], [144.9642289969, -37.8069199293], [144.9642289723, -37.8069199982], [144.9642289442, -37.8069200708], [144.9642289114, -37.8069201477], [144.9642280281, -37.8069222024], [144.964324812, -37.8069328513], [144.9643269799, -37.8069284415], [144.9643307927, -37.8069192271], [144.9643328509, -37.8069056585], [144.9643329538, -37.8069052998], [144.964333058, -37.8069049411], [144.964333161, -37.8069045824], [144.9643334623, -37.8069038667], [144.9643336595, -37.8069035096], [144.9643341471, -37.8069027971], [144.9643350142, -37.8069019118], [144.964335302, -37.8069016456], [144.9643356841, -37.8069013827], [144.9643364457, -37.8069009453], [144.9643372074, -37.8069005079], [144.9643376801, -37.8069003358], [144.9643392941, -37.8068998816], [144.9643408821, -37.8068996702], [144.964341351, -37.8068996783], [144.9643427529, -37.8068997927], [144.9643760662, -37.8069042427], [144.964376813, -37.8069043458], [144.96437821, -37.8069046403], [144.9643789532, -37.8069048333], [144.9643798935, -37.806905211], [144.9643808973, -37.806905678], [144.9643815449, -37.8069059596], [144.9643827446, -37.8069066111], [144.9643838463, -37.8069074403], [144.9643847417, -37.8069082551], [144.964385669, -37.8069092742], [144.9643863911, -37.806910278], [144.9643867497, -37.8069108249], [144.9643870165, -37.8069113693], [144.9643874545, -37.8069124583], [144.9643876245, -37.806913092], [144.9643878728, -37.8069142679], [144.9643879349, -37.8069154405], [144.9643878085, -37.8069166089], [144.9643846363, -37.806939434], [144.9644768669, -37.8069495815], [144.964479307, -37.8069480376], [144.9644839689, -37.8069454155], [144.9644888171, -37.8069427958], [144.9644938451, -37.8069404504], [144.9644988693, -37.8069382843], [144.9645040772, -37.8069362124], [144.9645093733, -37.8069343214], [144.9645147597, -37.806932613], [144.9645202332, -37.8069310855], [144.964525796, -37.8069297398], [144.9645313563, -37.8069284851], [144.9645370035, -37.8069275013], [144.9645427387, -37.8069266992], [144.9645484691, -37.8069260773], [144.9645542875, -37.8069256372], [144.9645601022, -37.8069253772], [144.9645659108, -37.8069252974], [144.9645717144, -37.8069253977], [144.96457742, -37.8069256766], [144.9645836023, -37.8069259691], [144.9645892423, -37.8069266487], [144.9645931377, -37.8069272054], [144.9648639174, -37.8069562479], [144.9647384566, -37.8068387577], [144.964559894, -37.806819042], [144.964559561, -37.8068190056], [144.9645594853, -37.8068189943], [144.9645594491, -37.8068189874], [144.9645591213, -37.8068189286], [144.9645590829, -37.8068189216], [144.9645590468, -37.8068189138], [144.9645590118, -37.806818906], [144.964558689, -37.806818831], [144.9645586506, -37.8068188213], [144.9645586145, -37.8068188117], [144.9645585807, -37.8068188021], [144.9645582652, -37.806818711], [144.9645582269, -37.8068187004], [144.964558192, -37.806818689], [144.9645581593, -37.8068186776], [144.964557851, -37.8068185714], [144.9645578139, -37.8068185581], [144.9645577802, -37.8068185458], [144.9645577487, -37.8068185327], [144.9645574488, -37.8068184112], [144.9645574129, -37.8068183962], [144.9645573803, -37.8068183821], [144.96455735, -37.8068183681], [144.9645570607, -37.8068182324], [144.964557026, -37.8068182156], [144.9645569935, -37.8068181988], [144.9645569644, -37.8068181839], [144.9645566868, -37.806818034], [144.9645566532, -37.8068180154], [144.9645566219, -37.8068179977], [144.9645565951, -37.806817981], [144.9645564622, -37.8068178994], [144.964203004, -37.8067848287]]], ""type"": ""Polygon""}",-37.80687212052053,144.96447569563807,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
170,SS-1048558-0-108936-ECZ-Permit Issued-180420220700-180520221900,Structures,2022-05-18,"512-544 Spencer Street
WEST MELBOURNE VIC 3003",Construction Zone,ECZ-2020-56,2022-04-18,CONFIRMED,West Melbourne (Residential),"-37.8078684547713, 144.94870279640725","{""coordinates"": [[[144.9492872731, -37.8079258007], [144.9490846631, -37.8077399959], [144.9489593638, -37.8076250882], [144.948769026, -37.8077549574], [144.9485050397, -37.8075093349], [144.9484677239, -37.807474614], [144.948137664, -37.807722716], [144.9482948273, -37.8078622807], [144.9484325714, -37.8079910983], [144.9487218736, -37.808269196], [144.9492872731, -37.8079258007]]], ""type"": ""Polygon""}",-37.8078684547713,144.94870279640725,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
171,SS-1067129-0-106309-EHD-Permit Issued-120720210700-110720221900,Structures,2022-07-11,"415-427 Macaulay Road
KENSINGTON VIC 3031",Hoarding,EHD-2021-28,2021-07-12,CONFIRMED,Kensington,"-37.794981838551685, 144.93277945428468","{""coordinates"": [[[144.9330326273, -37.7948510868], [144.9325784893, -37.7947995001], [144.9325294154, -37.795114146], [144.9329774861, -37.7951641133], [144.9330326273, -37.7948510868]]], ""type"": ""Polygon""}",-37.794981838551685,144.93277945428468,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
172,WO-721357-1386745-1386745-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Lonsdale Street between Russell Street and Swanston Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81101023600635, 144.96699619584308","{""coordinates"": [[[144.9669132271, -37.8110561536], [144.9671014447, -37.8110006934], [144.9670846627, -37.8109636365], [144.9670832682, -37.8109637909], [144.9670818807, -37.8109639778], [144.9670804991, -37.8109641964], [144.9670791269, -37.8109644466], [144.9670777652, -37.8109647277], [144.9670764139, -37.8109650414], [144.9670750744, -37.8109653851], [144.9670737476, -37.8109657596], [144.9668980688, -37.8110176784], [144.9668974334, -37.8110179008], [144.966896992, -37.8110180879], [144.9668965661, -37.811018295], [144.9668961577, -37.8110185241], [144.9668957681, -37.8110187724], [144.9668953984, -37.811019039], [144.9668950499, -37.8110193232], [144.9668947258, -37.811019624], [144.9668944252, -37.8110199405], [144.9668941503, -37.811020271], [144.9668939013, -37.8110206137], [144.9668936803, -37.8110209685], [144.9668934885, -37.8110213338], [144.9668933249, -37.8110217077], [144.9668931906, -37.8110220883], [144.9668930869, -37.8110224759], [144.9668930148, -37.8110228666], [144.9668929722, -37.8110232606], [144.9668929613, -37.811023656], [144.9668929823, -37.8110240511], [144.9668930329, -37.8110244449], [144.9668931153, -37.8110248347], [144.9668932285, -37.8110252206], [144.9668933445, -37.8110255461], [144.9669076949, -37.8110577839], [144.9669132271, -37.8110561536]]], ""type"": ""Polygon""}",-37.81101023600635,144.96699619584308,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
173,SS-1095506-0-110106-EGA-Permit Issued-281120210000-280520222359,Structures,2022-05-28,"Metropolitan Hotel
263-267 William Street
MELBOURNE VIC 3000",Gantry,EGA-2021-38/6,2021-11-28,CONFIRMED,Melbourne (CBD),"-37.81291081131579, 144.95658969298094","{""coordinates"": [[[144.9567761617, -37.812915325], [144.9567293761, -37.8128128687], [144.9564033663, -37.8129070261], [144.9564482095, -37.8130083512], [144.9567761617, -37.812915325]]], ""type"": ""Polygon""}",-37.81291081131579,144.95658969298094,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
